0.000000 -9.904544
0.100000 -9.904544
0.200000 -9.904544
0.300000 -9.904544
0.400000 -9.904544
0.500000 -9.904544
0.600000 -9.904544
0.700000 -9.904544
0.800000 -9.904544
0.900000 -9.904544
1.000000 -9.904544
1.100000 -9.904544
1.200000 -9.904544
1.300000 -9.904544
1.400000 -9.904544
1.500000 -9.904544
1.600000 -9.904544
1.700000 -9.904544
1.800000 -9.904544
1.900000 -9.904544
2.000000 -9.904544
2.100000 -9.904544
2.200000 -9.904544
2.300000 -9.904544
2.400000 -9.904544
2.500000 -9.904544
2.600000 -9.904544
2.700000 -9.904544
2.800000 -9.904544
2.900000 -9.904544
3.000000 -9.904544
3.100000 -9.904544
3.200000 -9.904544
3.300000 -9.904544
3.400000 -9.904544
3.500000 -9.904544
3.600000 -9.904544
3.700000 -9.904544
3.800000 -9.904544
3.900000 -9.904544
4.000000 -9.904544
4.100000 -9.904544
4.200000 -9.904544
4.300000 -9.904544
4.400000 -9.904544
4.500000 -9.904544
4.600000 -9.904544
4.700000 -9.904544
4.800000 -9.904544
4.900000 -9.904544
5.000000 -9.904544
