1.000000e+04 0 0.000000e+00
1.000000e+04 1 6.244857e+01
1.000000e+04 2 6.223938e+01
1.000000e+04 3 6.202941e+01
1.000000e+04 4 6.181743e+01
1.000000e+04 5 5.810324e+01
1.000000e+04 6 5.124222e+01
1.000000e+04 7 4.536564e+01
1.000000e+04 8 4.079472e+01
1.000000e+04 9 3.752867e+01
1.000000e+04 10 3.532160e+01
1.000000e+04 11 3.386693e+01
1.000000e+04 12 3.291596e+01
1.000000e+04 13 3.228867e+01
1.000000e+04 14 3.188574e+01
1.000000e+04 15 3.162880e+01
1.000000e+04 16 3.148501e+01
1.000000e+04 17 3.141308e+01
1.000000e+04 18 3.140457e+01
1.000000e+04 19 3.143490e+01
1.000000e+04 20 3.150160e+01
1.000000e+04 21 3.159198e+01
1.000000e+04 22 3.170189e+01
1.000000e+04 23 3.183329e+01
1.000000e+04 24 3.197421e+01
1.000000e+04 25 3.213412e+01
1.000000e+04 26 3.229715e+01
1.000000e+04 27 3.247013e+01
1.000000e+04 28 3.263973e+01
1.000000e+04 29 3.280899e+01
1.000000e+04 30 3.296508e+01
1.000000e+04 31 3.310737e+01
1.000000e+04 32 3.322320e+01
1.000000e+04 33 3.330542e+01
1.000000e+04 34 3.333617e+01
1.000000e+04 35 3.329606e+01
1.000000e+04 36 3.315281e+01
1.000000e+04 37 3.286203e+01
1.000000e+04 38 3.234987e+01
1.000000e+04 39 3.150421e+01
1.000000e+04 40 3.012181e+01
1.000000e+04 41 2.788951e+01
1.000000e+04 42 2.440591e+01
1.000000e+04 43 1.936977e+01
1.000000e+04 44 1.284886e+01
1.000000e+04 45 5.346646e+00
1.000000e+04 46 1.331405e+00
1.000000e+04 47 1.109401e+00
1.000000e+04 48 8.868012e-01
1.000000e+04 49 0.000000e+00
